subjID	choice	gain	loss
6	1	100	0
6	1	100	0
6	4	50	50
6	3	50	0
6	3	50	0
6	2	100	250
6	4	50	0
6	4	50	50
6	3	50	0
6	3	50	0
6	1	100	0
6	1	100	250
6	1	100	0
6	1	100	250
6	1	100	250
6	4	50	0
6	3	50	50
6	2	100	0
6	2	100	0
6	1	100	250
6	2	100	0
6	2	100	0
6	1	100	250
6	2	100	0
6	2	100	250
6	3	50	0
6	3	50	50
6	4	50	50
6	2	100	250
6	2	100	0
6	2	100	250
6	1	100	250
6	3	50	50
6	3	50	0
6	3	50	50
6	2	100	250
6	2	100	250
6	1	100	250
6	4	50	0
6	4	50	50
6	4	50	0
6	4	50	50
6	4	50	0
6	4	50	0
6	4	50	50
6	3	50	0
6	3	50	0
6	2	100	250
6	1	100	0
6	1	100	0
6	1	100	0
6	1	100	250
6	2	100	250
6	1	100	250
6	1	100	250
6	1	100	0
6	1	100	0
7	2	100	250
7	1	100	250
7	3	50	50
7	4	50	0
7	3	50	0
7	2	100	250
7	2	100	0
7	3	50	50
7	3	50	0
7	3	50	0
7	4	50	0
7	4	50	50
7	4	50	50
7	3	50	0
7	3	50	50
7	3	50	50
7	1	100	250
7	1	100	0
7	3	50	50
7	3	50	0
7	3	50	0
7	3	50	0
7	4	50	0
7	4	50	0
7	3	50	0
7	4	50	50
7	3	50	50
7	4	50	0
7	2	100	250
7	3	50	50
7	3	50	0
7	3	50	50
7	3	50	50
7	4	50	0
7	1	100	0
7	3	50	0
7	3	50	0
7	3	50	0
7	2	100	250
7	2	100	0
7	3	50	0
7	3	50	50
7	3	50	0
7	1	100	250
7	1	100	0
7	3	50	50
7	4	50	50
7	4	50	50
7	3	50	50
7	3	50	0
7	4	50	50
7	3	50	0
7	3	50	50
7	3	50	0
7	4	50	0
7	4	50	50
7	4	50	0
7	4	50	50
7	4	50	0
7	4	50	0
7	4	50	50
7	2	100	250
7	3	50	0
7	1	100	0
7	3	50	0
7	4	50	0
7	3	50	0
7	3	50	50
7	4	50	50
7	3	50	50
7	3	50	50
7	2	100	0
7	3	50	50
7	4	50	50
7	3	50	50
7	3	50	50
7	4	50	0
7	2	100	250
7	3	50	50
7	1	100	250
7	3	50	50
7	2	100	250
7	3	50	0
7	3	50	0
7	3	50	0
7	2	100	0
7	3	50	50
7	4	50	0
7	3	50	50
7	4	50	0
7	4	50	0
7	4	50	0
7	4	50	50
7	1	100	250
7	3	50	50
7	4	50	0
7	1	100	250
7	4	50	50
7	4	50	0
7	1	100	0
